title,series,author,rating,language,genres,pages,publisher,publish year,numRatings,likedPercent,price
Willow,,Julia Hoban,3.92,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mental Health', 'Mental Illness', 'Death', 'Teen', 'Drama']",329,Dial Books,2009,31541,89,2.86
Magic Study,Poison Study #2,Maria V. Snyder (Goodreads Author),4.03,English,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Fiction', 'High Fantasy', 'Adventure', 'Paranormal', 'Young Adult Fantasy', 'Adult']",392,Luna Books,2006,71776,94,5.3
My Brilliant Friend,L'amica geniale #1,"Elena Ferrante, Ann Goldstein (Translator)",3.96,English,"['Fiction', 'Historical Fiction', 'Italy', 'Italian Literature', 'Novels', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Historical', 'Book Club']",331,Penguin Random House,2012,200541,92,
تراب الماس,,أحمد مراد (Goodreads Author),4.06,Arabic,"['Fiction', 'Novels', 'Crime', 'Thriller', 'Egypt', 'Contemporary', 'Audiobook', 'Fantasy', 'Mystery Thriller', 'Egyptian Literature']",389,دار الشروق,1905,52503,93,
A Knight in Shining Armor,Montgomery/Taggert (Publication order) #13,Jude Deveraux,4.22,English,"['Romance', 'Historical Romance', 'Time Travel', 'Historical', 'Historical Fiction', 'Fiction', 'Fantasy', 'Medieval', 'Time Travel Romance', 'Contemporary']",464,Pocket Books,2002,33203,94,4.35
The Mammoth Hunters,Earth's Children #3,Jean M. Auel,3.91,English,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Prehistoric', 'Adventure', 'Adult', 'Novels', 'Adult Fiction']",688,Bantam,2002,61880,93,4.31
At First Sight,Jeremy Marsh & Lexie Darnell #2,Nicholas Sparks (Goodreads Author),3.83,English,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Audiobook', 'Love', 'Drama']",204,Grand Central Publishing,2006,77421,90,2.86
Dark Visions,Dark Visions #1-3,L.J. Smith (Goodreads Author),4.19,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Vampires', 'Paranormal Romance', 'Urban Fantasy', 'Fiction', 'Magic']",732,Simon & Schuster,2009,37111,94,2.76
Last Exit to Brooklyn,,"Hubert SelJr., Gilbert Sorrentino (Editor)",3.83,English,"['Fiction', 'Classics', 'Thriller', 'Contemporary', 'Dark', 'New York', 'American', 'Crime', 'Novels', 'Mystery']",290,Marion Boyars,1905,27914,87,2.71
The Call of Cthulhu and Other Weird Stories,,"H.P. Lovecraft, S.T. Joshi (Editor)",4.22,English,"['Horror', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction', 'Gothic', 'Weird Fiction', 'Literature', 'Lovecraftian']",420,Penguin Classics,1999,36832,96,7.08
A Living Nightmare,Cirque du Freak #1,Darren Shan (Goodreads Author),4.07,English,"['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Paranormal', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Middle Grade', 'Adventure']",272,"Little, Brown Young Readers",2002,50586,94,1.67
My Sister's Grave,Tracy Crosswhite #1,Robert Dugoni (Goodreads Author),4.05,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult', 'Contemporary', 'Detective']",416,Thomas & Mercer,2014,118017,94,3.63
Falling Up,,Shel Silverstein,4.34,English,"['Poetry', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Picture Books', 'Young Adult', 'Juvenile', 'Middle Grade', 'Kids']",178,HarperCollins Publishers,1996,128030,96,34.77
Stormbreaker,Alex Rider #1,Anthony Horowitz (Goodreads Author),3.98,English,"['Young Adult', 'Adventure', 'Fiction', 'Mystery', 'Thriller', 'Action', 'Espionage', 'Childrens', 'Middle Grade', 'Teen']",256,Speak,2004,86922,93,3.7
Mateguas Island: A Novel of Horror and Suspense,Mateguas Island #1,Linda Watkins (Goodreads Author),3.86,English,"['Horror', 'Paranormal', 'Suspense', 'Gothic', 'Fantasy', 'Fiction', 'Mystery', 'Thriller', 'Weird Fiction', 'Supernatural']",380,Linda Watkins,2014,554,85,9.75
Immortality,,"Milan Kundera, Peter Kussi (Translator)",4.14,English,"['Fiction', 'Philosophy', 'Czech Literature', 'Literature', 'Novels', 'Classics', 'Contemporary', '20th Century', 'France', 'Literary Fiction']",400,Faber and Faber,1998,30468,96,3.11
Pollyanna,Pollyanna #1,Eleanor H. Porter,3.98,English,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Childrens Classics', 'American', 'Juvenile']",304,Aladdin,2002,76593,92,7.76
Alice's Adventures in Wonderland,Alice's Adventures in Wonderland #1,Lewis Carroll,4.01,English,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Audiobook', 'Middle Grade', 'Literature', '19th Century']",96,Public Domain Books,1997,245480,91,
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",,J.D. Salinger,4.11,English,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'American', 'Novels', '20th Century', 'Literary Fiction', 'Adult Fiction', 'Novella']",256,Back Bay Books,2001,46207,95,3.31
Wide Sargasso Sea,,Jean Rhys,3.59,English,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Historical', 'Feminism', 'Literary Fiction', 'Novels', '20th Century', 'School']",171,W. W. Norton Company,2016,66733,85,12.15
The Four Agreements: A Practical Guide to Personal Freedom,,Miguel Ruiz,4.15,English,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",168,Amber-Allen Publishing,2001,204124,93,14.22
Faust,Goethe's Faust #1-2,"Johann Wolfgang von Goethe, Walter Kaufmann (translator)",3.96,Multiple languages,"['Classics', 'Fiction', 'Poetry', 'Plays', 'Literature', 'German Literature', 'Drama', 'Philosophy', 'Fantasy', 'School']",503,Anchor Books,1998,32390,92,4.06
The Body Finder,The Body Finder #1,Kimberly Derting (Goodreads Author),3.94,English,"['Young Adult', 'Paranormal', 'Mystery', 'Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Suspense', 'Thriller']",327,Harper,2010,50451,90,4.68
Blood & Spirits,The Coming Storm #1,Dennis Sharpe (Goodreads Author),3.99,English,"['Urban Fantasy', 'Paranormal', 'Vampires', 'Supernatural', 'Fantasy', 'Ghosts', 'Zombies', 'Horror', 'Dark Fantasy', 'Fiction']",310,Createspace Independent Publishing Platform,2011,189,87,
The Book of Three,The Chronicles of Prydain #1,Lloyd Alexander,3.98,English,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Classics', 'Science Fiction Fantasy', 'High Fantasy', 'Magic']",190,Square Fish,2006,72763,93,3.06
Love on the Line,Women at Work #1,Kirsten Fullmer (Goodreads Author),4.3,English,"['Contemporary', 'Fiction', 'Young Adult', 'New Adult', 'Love Story', 'Adult', 'Romance', 'Novels', 'Contemporary Romance', 'Chick Lit']",362,Augustine Press,2017,3299,97,
Blink: The Power of Thinking Without Thinking,,Malcolm Gladwell,3.94,English,"['Nonfiction', 'Psychology', 'Business', 'Science', 'Self Help', 'Sociology', 'Audiobook', 'Personal Development', 'Philosophy', 'Leadership']",296,Back Bay Books,2007,487482,93,3.81
What We Talk About When We Talk About Love,,Raymond Carver,4.15,English,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', 'Contemporary', 'Literary Fiction', '20th Century', 'The United States Of America', 'Love']",159,Vintage Books,1989,47065,95,8.2
Blue Moon,"Anita Blake, Vampire Hunter #8",Laurell K. Hamilton (Goodreads Author),4.05,English,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Horror', 'Fiction', 'Supernatural', 'Werewolves']",418,Berkley Books,2002,61096,93,3.73
Strange the Dreamer,Strange the Dreamer #1,Laini Taylor (Goodreads Author),4.28,English,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Audiobook', 'Magic', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy']",544,"Little, Brown Books for Young Readers",2017,82761,95,7.6
NOS4A2,,Joe Hill (Goodreads Author),4.07,English,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Audiobook', 'Paranormal', 'Vampires', 'Supernatural', 'Adult', 'Mystery']",692,William Morrow,2013,101462,94,8.69
Good in Bed,Cannie Shapiro #1,Jennifer Weiner (Goodreads Author),3.73,English,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Humor', 'Contemporary Romance', 'Womens Fiction', 'Novels']",376,Washington Square Press,2002,279594,87,3.09
The Eternity Code,Artemis Fowl #3,Eoin Colfer,4.03,English,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Magic', 'Urban Fantasy', 'Audiobook']",352,Puffin,2006,123448,95,2.76
Wake,Wake #1,Lisa McMann (Goodreads Author),3.75,English,"['Young Adult', 'Romance', 'Fiction', 'Supernatural', 'Fantasy', 'Mystery', 'Teen', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance']",210,Simon Pulse,2008,77538,86,2.37
What Dreams May Come,,Richard Matheson,3.95,English,"['Fiction', 'Fantasy', 'Romance', 'Horror', 'Science Fiction', 'Death', 'Paranormal', 'Classics', 'Religion', 'Contemporary']",288,Tor Books,2004,11383,91,5.78
Second Foundation,Foundation (Publication Order) #3,Isaac Asimov,4.25,English,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Novels', 'Space', 'Speculative Fiction', 'Audiobook']",256,Bantam Spectra,2004,144567,97,88.76
The Hour I First Believed,,Wally Lamb (Goodreads Author),3.82,English,"['Fiction', 'Historical Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Drama', 'Novels', 'Book Club', 'Audiobook']",740,Harper,2008,56252,90,3.36
Alice in Zombieland,White Rabbit Chronicles #1,Gena Showalter (Goodreads Author),4.04,English,"['Young Adult', 'Zombies', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Retellings', 'Urban Fantasy', 'Fiction', 'Supernatural']",404,Harlequin Teen,2012,39365,90,7.23
Attachments,,Rainbow Rowell (Goodreads Author),3.9,English,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Young Adult', 'Adult Fiction', 'Contemporary Romance', 'Realistic Fiction', 'Humor']",323,Dutton,2011,170853,92,8.39
First Grave on the Right,Charley Davidson #1,Darynda Jones (Goodreads Author),4.04,English,"['Paranormal', 'Urban Fantasy', 'Fantasy', 'Romance', 'Mystery', 'Paranormal Romance', 'Ghosts', 'Adult', 'Fiction', 'Supernatural']",310,St. Martin's Press,2011,74370,92,3.63
Master and Commander,Aubrey & Maturin #1,Patrick O'Brian,4.07,English,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Classics', 'War', 'Audiobook', 'Military Fiction', 'Literature', 'Novels']",464,W. W. Norton Company,1990,48383,93,3.02
Written on the Body,,Jeanette Winterson,4.07,English,"['Fiction', 'LGBT', 'Queer', 'Romance', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Lesbian', 'Feminism']",192,Vintage,1994,24309,93,2.45
La Dame aux Camélias,,"Alexandre Dumas fils, David Coward (Editor)",4,English,"['Classics', 'Fiction', 'Romance', 'France', 'French Literature', 'Historical Fiction', '19th Century', 'Literature', 'Novels', 'Drama']",256,Oxford University Press,2000,33643,94,2.81
The Zahir,,"Paulo Coelho (Goodreads Author), Margaret Jull Costa (Translator)",3.57,English,"['Fiction', 'Novels', 'Philosophy', 'Contemporary', 'Romance', 'Spirituality', 'Literature', 'Inspirational', 'Adult', 'Love']",336,HarperOne,2006,69032,84,3.99
Trickster's Choice,Daughter of the Lioness #1,Tamora Pierce (Goodreads Author),4.23,English,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'Romance', 'High Fantasy', 'Teen', 'Science Fiction Fantasy']",448,Ember,2017,61115,95,
Tiger's Quest,The Tiger's Curse Series #2,Colleen Houck (Goodreads Author),4.32,English,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Magic', 'Adventure', 'Fiction', 'Paranormal Romance', 'Urban Fantasy']",479,Sterling Publishing,2011,36331,95,3.49
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,,Gordon B. Hinckley,4.6,English,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Inspirational', 'Self Help', 'Spirituality', 'Lds Non Fiction', 'Philosophy', 'Christian']",256,Harmony,2001,14062,98,3.35
Shadow Souls,The Vampire Diaries: The Return #2,L.J. Smith (Goodreads Author),3.78,English,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Paranormal Romance', 'Fiction', 'Urban Fantasy', 'Horror']",599,HarperCollins Publishers,2010,36281,85,4.69
The Right Stuff,,Tom Wolfe,4.23,English,"['Nonfiction', 'History', 'Science', 'Space', 'Biography', 'American History', 'Aviation', 'Classics', 'Adventure', 'Journalism']",352,Bantam,2001,44375,96,5.68
This Side of the Grave,Night Huntress #5,Jeaniene Frost (Goodreads Author),4.27,English,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Ghosts', 'Supernatural', 'Fiction']",357,Avon,2011,57760,97,2.51
Anna Dressed in Blood,Anna #1,Kendare Blake (Goodreads Author),3.93,English,"['Young Adult', 'Horror', 'Paranormal', 'Fantasy', 'Ghosts', 'Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Mystery']",316,Tor Teen,2011,95181,90,4.32
The Fifth Elephant,Discworld #24,Terry Pratchett,4.25,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Mystery', 'Adventure', 'Novels', 'British Literature']",464,Corgi,2008,62471,97,3.82
The Prince and the Pauper,,"Mark Twain, Everett H. Emerson (Afterword)",3.86,English,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Childrens', 'Adventure', 'Young Adult', 'Historical', 'American', 'Classic Literature']",240,Signet,2002,106886,93,3.78
The Hundred Secret Senses,,Amy Tan (Goodreads Author),3.99,English,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Contemporary', 'Asian Literature', 'Novels', 'Literature', 'Adult Fiction', 'Literary Fiction']",406,Ivy Books,1996,40229,96,0.85
Marina,,Carlos Ruiz Zafón,4.04,Spanish,"['Fiction', 'Young Adult', 'Mystery', 'Fantasy', 'Horror', 'Gothic', 'Historical Fiction', 'Spanish Literature', 'Spain', 'Romance']",238,Edebe,1905,42435,94,3
Just Kids,,Patti Smith (Goodreads Author),4.16,English,"['Nonfiction', 'Memoir', 'Music', 'Biography', 'Art', 'Autobiography', 'Biography Memoir', 'Audiobook', 'New York', 'Poetry']",304,Ecco,2010,178728,92,6.38
A Million Suns,Across the Universe #2,Beth Revis (Goodreads Author),4.02,English,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery', 'Space', 'Teen', 'Futuristic']",386,Razorbill,2012,51683,93,3.17
A Northern Light,,Jennifer Donnelly (Goodreads Author),3.81,English,"['Historical Fiction', 'Young Adult', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Teen', 'Coming Of Age', 'Audiobook', 'Young Adult Historical Fiction']",396,HMH Books for Young Readers,2004,39196,91,0.85
The Calvin and Hobbes Tenth Anniversary Book,Calvin and Hobbes,Bill Watterson,4.63,English,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comic Book', 'Comic Strips', 'Childrens', 'Comedy', 'Cartoon']",208,Andrews McMeel Publishing,1995,50015,98,7.7
The War of the End of the World,,Mario Vargas Llosa,4.23,English,"['Fiction', 'Historical Fiction', 'Literature', 'Latin American', 'Novels', 'War', 'Nobel Prize', 'Spanish Literature', 'Classics', 'Brazil']",568,Faber Faber Inc,1905,8591,95,0.85
The Hobbit: Graphic Novel,,"Chuck Dixon (Goodreads Author) (Adapter), J.R.R. Tolkien (Creator), David Wenzel (Illustrator), Sean Deming (Adapter)",4.48,English,"['Fantasy', 'Graphic Novels', 'Fiction', 'Classics', 'Comics', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Epic Fantasy', 'Graphic Novels Comics']",133,Ballantine Books,1990,164095,98,28.06
Anathem,,Neal Stephenson (Goodreads Author),4.19,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Audiobook', 'Novels', 'Cyberpunk', 'Mathematics']",937,William Morrow,2008,61299,94,8.77
A Conjuring of Light,Shades of Magic #3,V.E. Schwab,4.34,English,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adult', 'LGBT', 'Romance', 'Audiobook', 'Adventure', 'New Adult']",624,Tor Books,2017,85033,96,10.03
Sister Carrie,,Theodore Dreiser,3.75,English,"['Classics', 'Fiction', 'Literature', 'American', 'Historical Fiction', 'Novels', 'Classic Literature', '20th Century', 'Literary Fiction', 'School']",580,W. W. Norton & Company,1991,36639,89,5.22
The Van Alen Legacy,Blue Bloods #4,Melissa de la Cruz (Goodreads Author),3.95,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Paranormal Romance']",369,Disney/Hyperion,2009,64110,91,0.85
I've Got Your Number,,Sophie Kinsella (Goodreads Author),3.94,English,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Contemporary Romance', 'Audiobook', 'Adult Fiction', 'Comedy']",433,The Dial Press,2012,194102,93,8.95
The Sun Is Also a Star,,Nicola Yoon (Goodreads Author),4.06,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Young Adult Contemporary', 'Teen', 'Young Adult Romance', 'Family']",384,Delacorte Press,2016,184267,94,4.21
In Farleigh Field,,Rhys Bowen (Goodreads Author),3.95,English,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'World War II', 'War', 'British Literature', 'Historical Mystery', 'Audiobook', 'Adult']",397,Lake Union Publishing,2017,55830,93,
Witches Abroad,Discworld #12,Terry Pratchett,4.21,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Witches', 'Magic', 'Audiobook', 'High Fantasy', 'Novels']",374,HarperTorch,2002,73679,97,6.7
The Solitaire Mystery,,"Jostein Gaarder, Sarah Jane Hails (Translator)",4.17,English,"['Fiction', 'Philosophy', 'Fantasy', 'Young Adult', 'Mystery', 'Novels', 'Contemporary', 'Scandinavian Literature', 'Magical Realism', 'Literature']",309,Farrar Straus & Giroux,1996,21501,95,4.98
The Miracle of Forgiveness,,Spencer W. Kimball,4.35,English,"['Religion', 'Lds', 'Nonfiction', 'Church', 'Spirituality', 'Self Help', 'Inspirational', 'Christianity', 'Christian', 'Lds Non Fiction']",376,Bookcraft Pubs,1997,15108,94,4.28
The Lost World,Jurassic Park #2,Michael Crichton,3.79,English,"['Fiction', 'Science Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Dinosaurs', 'Horror', 'Science Fiction Fantasy', 'Novels', 'Suspense']",448,"Alfred A. Knopf, Inc.",1905,124721,91,4.55
Dance Dance Dance,The Rat #4,Haruki Murakami,4.04,English,"['Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Fantasy', 'Contemporary', 'Novels', 'Literature', 'Mystery', 'Asia']",393,Vintage,2002,65887,96,3.36
Spell Bound,Hex Hall #3,"Rachel Hawkins (Goodreads Author), R. Khokins",4.07,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Witches', 'Supernatural', 'Demons', 'Urban Fantasy']",327,Hyperion Book CH,2012,57185,94,4.42
Lightning,,Dean Koontz (Goodreads Author),4.06,English,"['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Time Travel', 'Suspense', 'Mystery', 'Fantasy', 'Audiobook', 'Paranormal']",384,Berkley,2003,56841,95,5.16
Angel,Maximum Ride #7,James Patterson (Goodreads Author),4.02,English,"['Young Adult', 'Fantasy', 'Science Fiction', 'Adventure', 'Fiction', 'Romance', 'Paranormal', 'Action', 'Teen', 'Supernatural']",298,Pageturners,2011,47976,90,5.77
The Discovery of Heaven,,"Harry Mulisch, Paul Vincent (Translator)",4.17,English,"['Fiction', 'Literature', 'Dutch Literature', 'Classics', 'Philosophy', 'Novels', 'Roman', 'Contemporary', '20th Century', 'Fantasy']",730,Penguin Books,1998,12059,93,
This Man Confessed,This Man #3,Jodi Ellen Malpas (Goodreads Author),4.4,English,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'New Adult', 'Love', 'Fiction']",501,Forever,2013,76349,95,
Resonance,The Fray Theory #1,Nelou Keramati (Goodreads Author),4.13,English,"['Fantasy', 'Young Adult', 'Romance', 'Urban Fantasy', 'Science Fiction', 'Young Adult Fantasy', 'New Adult', 'Paranormal', 'Paranormal Romance', 'Fiction']",350,Finch Hill Publishing Inc.,2016,325,93,18.96
Fun Home: A Family Tragicomic,,Alison Bechdel,4.08,English,"['Graphic Novels', 'Memoir', 'Comics', 'Nonfiction', 'LGBT', 'Queer', 'Biography', 'Graphic Novels Comics', 'Autobiography', 'Adult']",232,Mariner Books,2007,130478,92,7.69
True Believer,Jeremy Marsh & Lexie Darnell #1,Nicholas Sparks (Goodreads Author),3.81,English,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance', 'Mystery', 'Love', 'Audiobook']",465,Grand Central Publishing,2006,77326,91,3.55
London,,Edward Rutherfurd (Goodreads Author),4.06,English,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Novels', 'Travel', 'Adult', 'Epic', 'Unfinished', '20th Century']",1152,Ballantine Books,2002,26645,94,2.82
A Wild Sheep Chase,The Rat #3,"Haruki Murakami, Alfred Birnbaum (Translator)",3.94,English,"['Fiction', 'Japan', 'Japanese Literature', 'Magical Realism', 'Fantasy', 'Novels', 'Literature', 'Contemporary', 'Mystery', 'Asia']",353,Vintage,2002,92554,94,10.11
Stuart Little,,"E.B. White, Garth Williams (Illustrator)",3.9,English,"['Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Young Adult', 'Middle Grade', 'Adventure', 'Chapter Books', 'Juvenile']",131,HarperCollins,1905,109974,91,2.21
The Sweetness at the Bottom of the Pie,Flavia de Luce #1,Alan Bradley (Goodreads Author),3.81,English,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Mystery Thriller', 'Crime', 'Historical', 'Adult', 'British Literature']",386,Delacorte Press,2009,145356,90,
God's Spy,Padre Anthony Fowler #1,"Juan Gomez-Jurado (Goodreads Author), James Graham (Translator)",3.75,English,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Italy', 'Spanish Literature', 'Suspense', 'Religion', 'Adventure', 'Mystery Thriller']",368,Dutton,2007,3579,91,3.8
"Blue Lily, Lily Blue",The Raven Cycle #3,Maggie Stiefvater (Goodreads Author),4.27,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Magic', 'Urban Fantasy', 'LGBT', 'Audiobook', 'Young Adult Fantasy']",391,Scholastic Press,2014,118197,97,12.4
The Burning Bridge,Ranger's Apprentice #2,John Flanagan,4.31,English,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult Fantasy', 'Action', 'Teen', 'High Fantasy']",262,Philomel Books,2006,103416,97,5.33
Gandhi: An autobiography,,"Mahatma Gandhi, Mahadev Desai (Translator)",4.08,English,"['Biography', 'Nonfiction', 'History', 'Autobiography', 'India', 'Philosophy', 'Memoir', 'Politics', 'Biography Memoir', 'Spirituality']",528,Beacon Press,1993,52445,93,3.45
